"Keyword 2","Product (15)","Product Line Code","Description Full","Whse Minimums","Whse Maximums","On Shelf","Whse 2 Primary Bin","Whse 5 Primary Bin","Whse 5 On Hand"
"","P8342","CAST","2-1/2x1-1/4 Cast Iron 90 Elbow","32","88","10","C02-02B","","0"
"","P8343","CAST","2-1/2x1-1/2 Cast Iron 90 Elbow","32","88","16","C02-03B","","-6"
"","P8344","CAST","2-1/2x2 Cast Iron 90 Elbow","32","88","165","C02-03B","","82"
"","P8345","CAST","3x2 Cast Iron 90 Elbow","16","44","103","C02-03B","","13"
"COUPLING","P8347","CAST","1-1/4x1 Cast Iron Red. CPLG","160","440","230","C02-02D","","-40"
"","P8348","CAST","1x3/4x3/4 Cast Iron Tee","224","616","0","C02-03D","",""
"","P8349","CAST","3x3x1-1/4 Cast Iron Tee","24","66","30","C02-05C","","11"
"","P8350","CAST","3x3x1-1/2 Cast Iron Tee","24","66","8","C02-02D","","7"
"","P8351","CAST","3x3x2 Cast Iron Tee","16","44","11","C02-02D","","275"
"C34211434","P8361","CAST","2x1-1/4x3/4 Cast Iron Tee","48","132","0","C02-04D","",""
"C282114","P8368","CAST","2x1-1/4 Cast Iron Cross","48","132","0","C02-04D","","7"
"C2821","P8369","CAST","2x1 Cast Iron Cross","48","132","0","C02-04D","",""
"C28114","P8370","CAST","1-1/4 Cast Iron Cross","152","418","41","C02-06C","","-21"
"C282","P8371","CAST","2 Cast Iron Cross","48","132","0","C02-03D","",""
"C28112114","P8372","CAST","1-1/2x1-1/4 Cast Iron Cross","120","330","0","C02-03D","","6"
"C281141","P8373","CAST","1-1/4x1 Cast Iron Cross","152","418","0","C02-06C","","18"
"C282112","P8374","CAST","2x1-1/2 Cast Iron Cross","48","132","0","C02-04D","","7"
"C281","P8375","CAST","1 Cast Iron Cross","224","616","30","C02-06C","","7"
"C281121","P8377","CAST","1-1/2x1 Cast Iron Cross","120","330","0","C02-03D","","1"
"C28112","P8378","CAST","1-1/2 Cast Iron Cross","120","330","0","C02-03D","","0"
"C342342","P8537","CAST","2x3/4x2 Cast Iron Tee","40","110","114","C02-03C","","310"
"C342122122","P9707","CAST","2-1/2x2 Cast Iron Tee","32","88","47","C02-06C","","115"
"","P9789","CAST","1x1x1-1/2 Cast Iron Tee","136","374","14","C02-05B","","-9"
"","P10103","CAST","1-1/4x1-1/4x2 Cast Iron Tee","80","220","40","C02-06B","","20"
"C246","P10781","CAST","6 Cast Iron Tee","100","275","0","C02-06D","",""
"C216","P10782","CAST","6 Cast Iron 90 Elbow","100","275","0","C02-06D","",""
"C3163","P10861","CAST","6x3 Cast Iron 90 Elbow","100","275","0","C02-06D","",""
"C215","P10872","CAST","5 Cast Iron 90 Elbow","48","132","0","C02-05D","",""
"C225","P10873","CAST","5 Cast Iron 45 Elbow","48","132","0","C02-05D","",""
"C34553","P10874","CAST","5x5x3 Cast Iron Tee","48","132","0","C02-06D","",""
"C245","P10981","CAST","5 Cast Iron Tee","48","132","0","C02-05D","",""
"C3152","P10998","CAST","5x2 Cast Iron 90 Elbow","48","132","0","C02-05D","",""
"C315212","P10999","CAST","5x2-1/2 Cast Iron 90 Elbow","48","132","0","C02-05D","",""
"C34443","P11039","CAST","4x4x3 Cast Iron Tee","8","22","0","C02-05D","",""
"C313112","P11104","CAST","3x1-1/2 Cast Iron 90 Elbow","16","44","0","C02-04D","",""
"COUPLING","P11152","CAST","1-1/2x3/4 Cast Iron Red. CPLG","40","110","198","C02-03D","","11"
"COUPLING","P11153","CAST","2x1-1/4 Cast Iron Red. CPLG","96","264","105","C02-06C","","-17"
"","P11154","CAST","2x1x1 Cast Iron Tee","40","110","66","C02-03C","","61"
"","P11155","CAST","2x1x1-1/4 Cast Iron Tee","64","176","46","C02-03C","","69"
"","P11157","CAST","2x1x1-1/2 Cast Iron Tee","40","110","20","C02-03C","","12"
"","P11158","CAST","2x1-1/4x1 Cast Iron Tee","48","132","114","C02-03C","","35"
"","P11159","CAST","2x1-1/4x1-1/4 Cast Iron Tee","32","88","115","C02-03C","","23"
"","P11160","CAST","2x1-1/4x1-1/2 Cast Iron Tee","72","198","40","C02-03C","","24"
"","P11179","CAST","4x4x2-1/2 Cast Iron Tee","8","22","0","C02-05D","",""
"","P11180","CAST","2-1/2x2-1/2x3/4 Cast Iron Tee","32","88","0","C02-03D","",""
"","P11181","CAST","3x3x2-1/2 Cast Iron Tee","16","44","0","C02-04D","",""
"","P11182","CAST","4x2-1/2 Cast Iron 90 Elbow","8","22","0","C02-04D","",""
"","P11969","CAST","4x2 Cast Iron Tee","8","22","4","C02-06C","","10"
"","P11970","CAST","2-1/2x1-1/2 Cast Iron Tee","32","88","0","C02-03D","",""
"","P11979","CAST","4x3 Cast Iron Elbow","8","22","0","C02-05D","",""
"","P11980","CAST","4x2 Cast Iron Elbow","8","22","0","C02-04D","",""
"LF7125FR","P12918","CON","18"" SS Braided Water Heater Connector (1/2"" Push x 3/4"" FIP)","50","100","250","C06-22D","","10"
"LF725FR","P12919","CON","18"" SS Braided Water Heater Connector (3/4"" Push x 3/4"" FIP)","50","150","65","C06-20C","","131"
"WATER HEATER","P13150","CON","18"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" FIP)","50","150","72","C06-20C","","1311"
"CONNECTOR","P13151","CON","18"" SS Corrugated Water Heater Connector (3/4"" FIP x 3/4"" PEX F1807)","50","150","271","C06-20C","","2558"
